Fiscal Year,Event ID,Security Category Name,Public Event Name,Event Created Date,Event Date,Event Goal($),Active Registrations,Inactive Registrations,Total Fees Paid,Total of All Confirmed Gifts($),Total Online Gifts($),Teams,Captains,Average Team Size,Team pages with custom URL,Emails Sent,Personal pages with custom URL,Total Offline Confirmed Gifts($),Self Donors,Total From Participant($),Non-self Donors,Total Not From Participant($),Total Team Gifts($),Total Event Gifts($),Total Offline Unconfirmed Gifts($),Street Address,City,State,Zip Code,Internal Event Name,Previous Event ID
2013,19244,UTU Bike Events,Harmons Best Dam Bike Ride 2013 test lv,5/23/2012 11:09,6/23/2012 17:28,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500 West 500 South,Logan,UT,84321,Utah - Bike MS: Harmons Best Dam Bike Ride 2013 TEST LV,17533
2016,27425,UTU Bike Events,UTU 2016 Bike MS: Logan,10/27/2015 23:48,6/25/2016 10:22,1545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,UTU 2016 Bike MS: Logan [Do NOT use},0
2013,21386,UTU Bike Events,New Bike MS 2013,1/15/2013 14:00,6/29/2013 15:10,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Logan,UT,,New Bike MS 2013,0
2015,24736,UTU Bike Events,2015 Bike MS: Harmons Best Dam Bike Ride,7/13/2014 17:29,6/27/2015 12:33,1600000,1878,40,46037.5,1284803.69,624255.27,132,145,11,51,30646,98,660548.42,808,224481.79,1110,1371406.49,88126.3,402842,285581.59,500 West 500 South,Logan,UT,84321,UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,22337
2014,22337,UTU Bike Events,"Utah, Logan - Bike MS 2014: Harmons Best Dam Bike Ride",6/21/2013 16:23,6/28/2014 9:39,1600000,2074,20,60691.52,1309193.88,644917.62,136,153,12,8,29682,93,664276.26,859,275442,1235,1226427.19,31243.99,237098.72,118685,500 West 500 South,Logan,UT,84321,"Utah, Logan - Bike MS: 2014",19245
2017,28813,UTU Bike Events,Bike MS: Harmons Best Dam Bike Ride 2017,9/23/2016 0:09,6/24/2017 10:18,1200000,1184,16,41647,1035152.22,470007.59,110,116,9,0,15609,0,565144.63,526,185725.29,674,954007.67,58520.16,230377,85740.5,450 South 500 West,Logan,UT,84321,UTU 2017 Bike MS: Logan,27426
2016,27426,UTU Bike Events,Bike MS: Harmons Best Dam Bike Ride 2016,10/27/2015 23:55,6/25/2016 14:25,1200000,1264,20,42913.5,1123407.64,567046.24,109,118,9,21,24019,123,556361.4,622,133973.13,662,1100411.01,83862.77,158906.69,8928.5,500 West 500 South,Logan,UT,84321,UTU 2016 Bike MS: Logan,24736
2013,19245,UTU Bike Events,Harmons Best Dam Bike Ride 2013,5/23/2012 11:09,6/29/2013 8:42,1600000,2610,57,63588.66,1351836.92,606762.6,151,175,13,18,40091,106,745074.32,1064,291074.32,1603,1178690.04,44193.41,205417.75,91406.62,500 West 500 South,Logan,UT,84321,"Utah, Logan - Bike MS 2013 - Harmons Best Dam Bike Ride",17533
2014,21787,VAB Bike Events,VAB Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VAB Bike MS 2014 OLD,0
2013,20381,VAB Bike Events,VAB Bike MS 2013,10/2/2012 11:21,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,VA,,VAB Bike MS 2013,0
2014,21928,VAB Bike Events,VAB Bike MS 2014,4/10/2013 12:17,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VAB Bike MS 2014,0
2014,22236,VAR Bike Events,VAR Bike MS: Ride Virginia 2014,5/30/2013 16:33,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VAR Bike MS: Ride Virginia 2014,19303
2015,25443,VAR Bike Events,VAB 2015 Bike MS: Tour de Vine,10/16/2014 8:55,6/13/2015 10:48,350000,190,16,2325,150506.33,94867.77,19,19,6,2,4111,11,55638.56,102,22649.25,104,132731.08,1420,605,3825,330 Newtown Rd.,Greenwood,VA,22943,VAB 2015 Bike MS: Tour de Vine,22886
2013,21416,VAR Bike Events,VAX - 2013 MS Great 8 Tour Du Lac,1/18/2013 11:27,8/4/2013 16:08,200000,3,0,0,1300,1300,1,1,3,0,0,1,0,0,0,3,1300,0,0,0,,,None,,VAX - 2013 MS Great 8 Tour Du Lac,0
2014,23841,VAR Bike Events,VAR - 2014 MS Great 8 - Beach to Beach Tour,12/19/2013 15:40,10/6/2014 10:39,200000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,None,,VAR - 2014 MS Great 8 - Beach to Beach Tour,21416
2015,26004,VAR Bike Events,Bike MS: Country Roads Ride,1/6/2015 16:02,8/29/2015 11:28,170000,167,1,3540,119721.1,60466.1,18,18,7,2,1542,9,59255,69,11789,99,108687.1,4282.1,15235,755,,White Sulphur Springs,WV,24986,VAB 2015 Bike MS: Country Roads Ride,24002
2016,27059,VAR Bike Events,Bike MS: Colonial Crossroads 2016,9/17/2015 15:00,6/4/2016 14:49,1010000,911,19,22170,753344.65,540184.22,87,89,8,21,41391,119,213160.43,488,128852.79,442,668130.76,7661.2,36595.16,39852.9,,Williamsburg,VA,23185,VAR 2016 Bike MS: Colonial Crossroads,25270
2014,21788,VAR Bike Events,VAR Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VAR Bike MS 2014 OLD,0
2014,22246,VAR Bike Events,VAR Bike MS - 2014,5/31/2013 12:35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VAR Bike MS - 2014,19303
2015,25270,VAR Bike Events,2015 Bike MS: Virginia's Ocean to Bay Ride,9/24/2014 15:31,5/30/2015 15:19,435000,435,9,17007.5,393865.74,226827.37,40,44,9,5,14840,32,167038.37,188,58143.43,256,355493.31,8338.15,36594.11,18406,,Cape Charles,VA,23310,VAR 2015 Bike MS: Virginia's Ocean to Bay Ride,22316
2014,24002,VAR Bike Events,Bike MS: Country Roads Ride 2014,2/12/2014 9:46,8/30/2014 16:13,200000,189,10,4619,108020.35,58218.62,18,19,8,0,1371,2,49801.73,75,17749.72,124,92596.63,4497.25,1300,1630,300 West Main Street,White Sulphur Springs,WV,24986,"West Virginia, White Sulphur Springs  - Bike MS 2014",21348
2013,21348,VAR Bike Events,Bike MS: Country Roads Ride 2013,1/7/2013 9:09,9/14/2013 16:12,220000,241,17,5866,158325.37,84581.37,29,30,6,4,2911,8,73744,113,19293,145,140697.37,10494.37,0,1665,300 West Main Street,White Sulphur Springs,WV,24986,"West Virginia, White Sulpher Springs -  Bike MS: Country Roads Ride 2013",18065
2014,22316,VAR Bike Events,Bike MS: Virginia's Ocean to Bay Ride 2014,6/18/2013 13:13,5/31/2014 15:57,600000,484,5,15513,428515.27,210513.51,42,46,9,7,18317,32,218001.76,226,47554.72,263,383144.55,7273.03,869.42,1745,,Cape Charles,VA,23310,"Virginia, Eastern Shore - Bike MS 2014",19306
2013,19303,VAR Bike Events,Bike MS: Ride Virginia 2013,6/7/2012 12:24,6/1/2013 13:12,0,458,11,17689.96,309446.7,230240.62,45,49,8,2,9257,15,79206.08,232,46465.04,237,264656.66,4456,155,1590,4400 Williamsburg Ave.,Richmond,VA,23231,VAR Bike MS 2013,17518
2013,21059,VAR Bike Events,Bike MS: Tour de Vine 2013,11/20/2012 15:06,6/8/2013 16:12,400000,388,12,7452.65,312349.46,194596.83,41,46,7,0,12460,16,117752.63,207,51642.26,193,263807.2,2045,0,3075,330 Newtown Road  ,Greenwood,VA,22943,"Virginia, Greenwood -  Bike MS: Tour de Vine 2013",17696
2017,28925,VAR Bike Events,Bike MS: Country Roads Ride 2017,11/21/2016 14:49,8/26/2017 14:46,115500,119,4,3369.5,79020.79,43656,20,19,3,4,1826,9,35364.79,62,11410,61,75320.85,685,262.73,757.21,300 West Main Street,White Sulphur Springs,WV,24986,VAR 2017 Bike MS: Country Roads Ride,27784
2017,28847,VAR Bike Events,Bike MS: Colonial Crossroads 2017,9/30/2016 13:44,6/3/2017 12:01,825000,828,18,19177,697708.97,484094.06,79,78,8,0,33166,0,213614.91,452,146722.23,394,637988.74,20591.75,60135.92,64203,50 Kingsmill Road,Williamsburg,VA,23185,VAR 2017 Bike MS: Colonial Crossroads,27059
2014,22886,VAR Bike Events,Bike MS: Tour de Vine 2014,9/16/2013 11:03,6/14/2014 16:13,400000,263,0,3270,210648.63,141064.19,26,30,7,2,8563,13,69584.44,153,38129.41,110,176020.22,2099,35,2598,330 Newtown Rd.,Greenwood,VA,22943,"Virginia, Greenwood - Bike MS 2014",21059
2016,27784,VAR Bike Events,Bike MS: Country Roads Ride 2016,12/7/2015 9:46,8/27/2016 9:17,130000,142,11,4495,79950.82,43420.99,20,20,5,4,1574,16,36529.83,71,9990,82,70485.82,3259,158,125,,Morgantown ,WV,26501,VAR 2016 Bike MS: Country Roads Ride,26004
2015,25368,VAR Bike Events,2015 Bike MS: Ride Virginia,10/2/2014 14:56,6/6/2015 11:43,325000,385,10,11145,318812.6,265795.33,41,44,8,5,13800,24,53017.27,190,50130.45,205,279379.15,1878,8323,9510,,Glen Allen,VA,23060,VAR 2015 Bike MS: Ride Virginia,22247
2014,22247,VAR Bike Events,Bike MS: Ride Virginia 2014,5/31/2013 12:36,9/6/2014 8:23,360000,439,29,15615,304909.73,236648.94,40,42,8,4,8050,27,68260.79,216,39991.66,252,269665.07,3046.05,1316.25,4122,,Richmond,VA,23231,"Virginia,  Richmond: Bike MS 2014",19303
2013,19306,VAR Bike Events,VAX 2013 BIKE MS Ocean to Bay,6/7/2012 16:34,6/1/2013 16:14,600000,544,2,15421,444405.43,215621.02,40,47,11,3,29173,38,228784.41,224,45512.82,322,402377.61,1258.51,823,3110,202 Mason Avenue,Cape Charles,VA,23310,VAX 2013 BIKE MS Ocean to Bay,17513
2014,21789,VAX Bike Events,VAX Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VAX Bike MS 2014 OLD,0
2014,21930,VAX Bike Events,VAX Bike MS 2014,4/10/2013 12:18,5/31/2014 13:08,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202 Mason Avenue,Cape Charles,VA,23310,VAX Bike MS 2014,19306
2014,20382,VAX Bike Events,VAX Bike MS 2013,10/2/2012 11:21,6/1/2013 10:33,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,VA,,VAX Bike MS 2013,17513
2014,21790,WAI Bike Events,WAI Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WAI Bike MS 2014 OLD,0
2013,21147,WAI Bike Events,"Idaho,Trail of the Coeur d'Alenes  Bike MS 2013",12/3/2012 18:57,9/14/2013 13:33,164000,202,4,8114.96,145246.63,86213.71,28,28,4,2,6228,12,59032.92,129,22754,77,124200.63,1265,308.75,1583,,Cataldo,ID,83810,"Idaho,Trail of the Coeur d'Alenes  Bike MS 2013",18574
2014,21931,WAI Bike Events,WAI Bike MS 2014,4/10/2013 12:18,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WAI Bike MS 2014,0
2017,28210,WAS Bike Events,Bike MS: Ride the Sky  2017,8/9/2016 14:57,8/19/2017 10:20,40000,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,101 Rodeo Dr.,Red Lodge,MT,59068,WAS 2017 Bike MS: Ride the Sky *canceled*,27172
2014,21791,WAS Bike Events,WAS Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WAS Bike MS 2014 OLD,0
2015,25437,WAS Bike Events,Bike MS: Ride the Sky 2015,10/15/2014 17:03,8/15/2015 16:14,63000,84,2,3285,40940.01,28433.01,11,12,4,1,1328,7,12507,34,23230,52,37664.01,890,18330,18175,1 Bobcat Cir,Bozeman,MT,59717,WAS 2015 Bike MS: Ride the Sky,23828
2013,21128,WAS Bike Events,Washington - 2013 Bike MS presented by Point B,11/29/2012 16:18,9/7/2013 11:01,1740000,2005,131,52160,1615162,1197520.49,134,175,13,56,38785,189,417641.51,1151,308532.82,985,1330008.82,44680.03,4973.99,5613,"Skagit County Fairgrounds, 1410 Virginia Street",Mount Vernon,WA,98273,WAS 2013 Bike MS - Washington,17999
2016,27172,WAS Bike Events,Bike MS: Ride the Sky 2016,10/6/2015 17:05,8/20/2016 12:41,61694,88,0,4137.24,52831,40134,15,15,3,1,1912,12,12697,46,13045,42,44336,556,4517,4550,,Red Lodge,MT,59068,WAS 2016 Bike MS: Ride the Sky,25437
2017,28273,WAS Bike Events,Bike MS: Deception Pass Classic 2017,9/6/2016 17:13,9/9/2017 10:54,1700000,1690,33,63967,1350215.51,992049.11,132,158,10,0,32801,0,358166.4,1010,344223.45,713,1145187.92,74368.59,155406.95,121766.53,1410 Virginia St.,Mount Vernon,WA,98273,WAS 2017 Bike MS: Deception Pass Classic,27170
2013,21137,WAS Bike Events,Montana - Bike MS: Bike to the Beartooths 2013,11/30/2012 12:30,8/17/2013 11:00,148500,175,4,3667.5,89828.45,45976.53,12,13,10,3,1580,17,43851.92,58,10292,121,84012.01,1060.61,1317,0,"Pierce RV, 3800 Pierce Parkway",Billings,MT,59102,WAS 2013 Bike MS - Montana,18079
2015,25439,WAS Bike Events,Bike MS: Cycle the Silver Valley 2015,10/15/2014 17:05,9/19/2015 16:15,151000,226,10,11073.75,147937.23,95236.56,30,32,5,25,7099,47,52700.67,105,34166,131,136390.78,2327,10285,9878,610 Bunker Avenue,Kellogg,ID,83837,WAS 2015 Bike MS: Cycle the Silver Valley,23326
2014,23828,WAS Bike Events,Bike MS: Ride the Sky 2014,12/18/2013 10:50,8/16/2014 13:56,153500,89,5,3374.72,47571.44,28544,17,17,3,0,1566,0,19027.44,38,25045,56,42163.44,1015,16231,15500,,Bozeman,MT,59715,WAS 2014 Bike MS - Montana,21137
2015,25436,WAS Bike Events,Bike MS: Deception Pass Classic 2015,10/15/2014 17:01,9/12/2015 13:32,1800000,1886,70,72692.5,1633002.91,1226128.6,144,189,12,62,39794,214,406874.31,1147,405388.73,809,1392876.12,168242.11,148174.76,155346.39,479 West Taylor Street,Mount Vernon,WA,98273,WAS 2015 Bike MS: Deception Pass Classic,23318
2016,27170,WAS Bike Events,Bike MS: Deception Pass Classic 2016,10/6/2015 16:57,9/10/2016 18:22,1780000,1826,72,63511.91,1491719.71,1151446.84,131,166,12,70,36035,346,340272.87,1185,402472.14,713,1245904.78,62831.74,127664.58,151384.21,479 West Taylor Street,Mount Vernon,WA,98273,WAS 2016 Bike MS: Deception Pass Classic,25436
2017,28219,WAS Bike Events,Bike MS: Hope to a Cure 2017,8/15/2016 17:55,5/20/2017 10:54,70000,83,0,3527.5,59621.75,39320,9,10,7,1,1315,6,20301.75,47,11696,36,49565.75,958,1400,1155, Girdwood Place and Hightower Road,Girdwood,AK,99587,WAS 2017 Bike MS: Hope to a Cure,27173
2014,23533,WAS Bike Events,Bike MS: Hope to a Cure 2014,11/1/2013 11:43,5/31/2014 17:20,144500,124,0,5907.5,82342,57192.5,17,18,6,17,1146,2,25149.5,68,44266,56,117201,4695,77605,27000,1000 Arlberg Ave,Girdwood,AK,99587,WAS 2014 Bike MS - Alaska,21146
2014,23326,WAS Bike Events,Bike MS: Cycle the Silver Valley 2014,10/14/2013 17:35,9/13/2014 12:01,151400,217,11,9849.82,166339.42,104444.17,33,35,4,7,6429,20,61895.25,126,34306,102,143910.69,4655,5397,5050,,Kellogg,ID,83837,WAS 2014 Bike MS - Idaho,21147
2013,21138,WAS Bike Events,2013 Bike MS in the Northwest,11/30/2012 16:45,9/7/2013 16:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,WA,,WAS 2013 Bike MS in the Northwest,18041
2016,27171,WAS Bike Events,Bike MS: Cycle the Silver Valley 2016,10/6/2015 17:02,9/17/2016 13:57,165000,218,16,10540.46,177984.5,112843.49,32,33,4,6,6217,33,65141.01,148,41042.43,86,145900.07,645,10028,8958,610 Bunker Avenue,Kellogg,ID,83837,WAS 2016 Bike MS: Cycle the Silver Valley,25439
2013,21146,WAS Bike Events,Alaska - Bike MS: Hope to a Cure 2013,12/3/2012 16:00,9/7/2013 11:00,168000,125,9,3762.5,67706.74,39188,17,19,5,17,938,16,28518.74,61,8635,73,63279.74,1347,600,250,"Alyeska Day Lodge, 104 Arlberg Road",Girdwood,AK,99587,WAS 2013 Bike MS - Alaska,18073
2017,28274,WAS Bike Events,Bike MS: Cycle the Silver Valley 2017,9/6/2016 17:13,9/16/2017 14:48,145000,213,25,7236,150944.84,105192.53,40,40,3,0,4897,0,45752.31,123,39507.46,115,129720.04,6343,16060.82,15912.66,610 Bunker Ave.,Kellogg,ID,83837,WAS 2017 Bike MS: Cycle the Silver Valley,27171
2016,27173,WAS Bike Events,Bike MS: Hope to a Cure 2016,10/6/2015 17:06,5/21/2016 14:46,110449,110,2,4626.25,79543.77,60852.77,14,13,6,2,1431,16,18691,59,15782.5,53,71748.27,2320,4550,7987,Girdwood Place and Hightower Road,Girdwood,AK,99587,WAS 2016 Bike MS: Hope to a Cure,25438
2015,25438,WAS Bike Events,Bike MS: Hope to a Cure 2015,10/15/2014 17:04,5/30/2015 16:42,107000,113,2,4255,80266.11,56977.5,16,19,5,14,827,2,23288.61,49,42059.5,66,66626.61,2273,28030,27620,Girdwood Place and Hightower Road,Girdwood,AK,99587,WAS 2015 Bike MS: Hope to a Cure,23533
2014,23318,WAS Bike Events,Bike MS: Deception Pass Classic 2014,10/14/2013 13:29,9/6/2014 17:09,1848000,1886,68,71550.26,1664624.49,1273264.02,129,172,13,59,47261,182,391360.47,1138,386700.75,816,1687488.05,148574.92,380903.25,131493,1410 Virginia St,Mount Vernon,WA,98273,WAS 2014 Bike MS - Washington,21128
2014,21933,WIG Bike Events,"Wisconsin, Pewaukee - Bike MS 2014: TOYOTA Best Dam Bike Ride",4/10/2013 12:18,8/2/2014 12:48,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800 Main Street,Pewaukee,WI,53072,WIG Bike MS 2014,19765
2013,19765,WIG Bike Events,"Wisconsin, Pewaukee - Bike MS 2013: TOYOTA Best Dam Bike Ride ",8/2/2012 11:52,8/3/2013 11:43,1500000,1824,46,40566.5,1364711.78,703803.13,112,119,12,9,32166,94,660908.65,863,197340.49,1007,1179023.29,0,23752,45,800 Main Street,Pewaukee,WI,53072,Wisconsin Bike MS: Best Dam Bike Ride 2013,17735
2017,28198,WIG Bike Events,Bike MS: TOYOTA Best Dam Bike Tour 2017,7/29/2016 11:40,8/5/2017 9:54,1500000,1746,127,37133.5,1485632.07,926622.92,110,117,11,31,38628,234,559009.15,885,248969.86,988,1312706.43,8383.2,26763,36962,800 Main Street,Pewaukee,WI,53072,WIG 2017 Bike MS: Wisconsin,27039
2015,24838,WIG Bike Events,Bike MS: TOYOTA Best Dam Bike Tour 2015,8/1/2014 18:26,8/1/2015 12:21,1500000,1913,69,38535,1484023.84,823178.8,115,125,11,9,39416,137,660845.04,898,223007.7,1084,1276487.76,235,19858.68,1585,800 Main Street,Pewaukee,WI,53072,"Wisconsin, Pewaukee - Bike MS 2015",22517
2014,22517,WIG Bike Events,"Wisconsin, Pewaukee - Bike MS 2014: TOYOTA Best Dam Bike Ride",8/2/2013 9:42,8/2/2014 7:34,1500000,1929,76,49209,1399043.34,739329.53,117,127,11,15,40670,111,659713.81,903,203273.04,1102,1214961.03,0,24583.5,375,800 Main Street,Pewaukee,WI,53072,"Wisconsin, Pewaukee - Bike MS: TOYOTA Best Dam Bike Ride 2014",19765
2016,26972,WIG Bike Events,Bike MS: TOYOTA Best Dam Bike Tour 2016,8/26/2015 8:11,8/6/2016 9:11,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800 Main Street,Pewaukee,WI,53072,WIG 2016 Bike MS: Wisconsin,0
2014,21792,WIG Bike Events,WIG Bike MS 2014,4/1/2013 8:11,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WIG Bike MS 2014 OLD,0
2013,20385,WIG Bike Events,Bike MS: Best Dam Bike Ride 2013,10/2/2012 11:22,8/3/2013 14:24,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,WI,,WIG Bike MS 2013,17735
2015,24446,WIG Bike Events,Bike MS: TOYOTA Best Dam Bike Ride 2015,6/18/2014 9:19,8/1/2015 8:15,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WIG 2015 Bike MS: TOYOTA Best Dam Bike Ride,0
2016,26766,WIG Bike Events,Bike MS: TOYOTA Best Dam Bike Tour 2016 (DO NOT USE),7/24/2015 9:15,8/6/2016 9:27,1500000,314,0,1345,665,665,50,51,5,4,44,3,0,6,665,308,0,0,0,0,800 Main Street,Pewaukee,WI,53072,"Wisconsin, Pewaukee - Bike MS 2016 (DO NOT USE)",0
2016,27038,WIG Bike Events,WIG 2016 Bike MS: Wisconsin (Blueprint),9/4/2015 12:25,8/6/2016 9:47,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800 Main Street,Pewaukee,WI,53072,WIG 2016 Bike MS: Wisconsin (Do not use),0
2016,27039,WIG Bike Events,Bike MS: TOYOTA Best Dam Bike Tour 2016,9/4/2015 12:42,8/6/2016 10:28,1500000,1790,107,40560,1495470.29,870447.72,126,132,10,31,44627,219,625022.57,857,209628.18,1040,1315152.77,7005,25616,16784,800 Main Street,Pewaukee,WI,53072,WIG 2016 Bike MS: Wisconsin - USE,24838
