Internal Event Name,Event ID,Team Division,Company,Number of Participants,Total Fees Paid,Team Total Confirmed ($),Total Online Gifts($),Total Offline Confirmed Gifts($),Total Offline Unconfirmed Gifts($),Team Goal($),Total Confirmed Gifts in Team History($),Previous Event Fiscal Year,Previous Event Confirmed Gifts($),Previous Event Team Members,Fiscal Year
"Utah, Logan - Bike MS: 2014",22337,Corporate,Oracle,1,45,0,0,0,0,2500,0,,0,0,2014
"Utah, Logan - Bike MS: 2014",22337,Corporate,Spitz,2,70,0,0,0,0,600,0,,0,0,2014
"Utah, Logan - Bike MS: 2014",22337,Corporate,US Navy,1,45,0,0,0,0,2500,0,,0,0,2014
WAS 2014 Bike MS - Idaho,23326,Corporate,Vitamin Shoppe,1,65,0,0,0,0,2000,0,,0,0,2014
WAS 2014 Bike MS - Montana,23828,Corporate,Endurance | Cycling Studio + Physical Therapy,1,65,0,0,0,0,1500,0,,0,0,2014
"Wisconsin, Pewaukee - Bike MS: TOYOTA Best Dam Bike Ride 2014",22517,Corporate,General Mills,2,70,0,0,0,0,5000,0,,0,0,2014
"Wisconsin, Pewaukee - Bike MS: TOYOTA Best Dam Bike Ride 2014",22517,Corporate,,1,45,0,0,0,0,1000,0,,0,0,2014
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,Dreisbach Enterprises,1,15,0,0,0,0,2000,0,,0,0,2015
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,ROLCC,1,17,0,0,0,0,0,0,,0,0,2015
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,Anaplan,0,0,0,0,0,0,10000,0,,0,0,2015
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,West Bay Builders,1,60,0,0,0,0,0,0,,0,0,2015
CAS Bike MS 2014,23956,Corporate,Eminent Security,9,0,0,0,0,0,0,0,,0,0,2015
CAS Bike MS 2014,23956,Corporate,,1,0,0,0,0,0,2000,2825,,0,0,2015
CAS Bike MS 2014,23956,Corporate,,1,0,0,0,0,0,400,0,,0,0,2015
CAS Bike MS 2014,23956,Corporate,Panther Expedited Services,1,0,0,0,0,0,1200,0,2014,0,1,2015
CAS Bike MS 2014,23956,Corporate,,6,0,0,0,0,0,2000,0,,0,0,2015
CAS Bike MS 2014,23956,Corporate,,1,0,0,0,0,0,5000,0,,0,0,2015
COC 2015 Bike MS: Colorado,25572,Corporate,Armstrong Steel,6,0,0,0,0,0,0,0,,0,0,2015
COC 2015 Bike MS: Colorado,25572,Corporate,Dell Services,1,54,0,0,0,0,1000,0,,0,0,2015
COC 2015 Bike MS: Colorado,25572,Corporate,McCarthy,1,0,0,0,0,0,5000,0,,0,0,2015
COC 2015 Bike MS: Colorado,25572,Corporate,PortalsXpress,3,208.56,0,0,0,0,1200,1250,,0,0,2015
"California, Santa Monica - Bike MS: Coastal Challenge 2014",23843,Corporate,,16,0,0,0,0,0,0,0,,0,0,2015
"California, Santa Monica - Bike MS: Coastal Challenge 2014",23843,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
"Connecticut, Windsor - Bike MS Praxair Ride 2015",25949,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
DCW 2015 Bike MS: Ride the Vine,25835,Corporate,OneVoice Communications Inc.,1,10,0,0,0,0,10000,0,,0,0,2015
DCW 2015 Bike MS: Ride the Vine,25835,Corporate,ABB,1,10,0,0,0,0,5000,0,,0,0,2015
DCW 2015 Bike MS: Ride the Vine,25835,Corporate,Green Lizard Cycling,1,0,0,0,0,0,5000,0,,0,0,2015
DED Bike MS: Bike to the Bay 2015,25198,Corporate,n/a,1,65,0,0,0,0,10000,0,,0,0,2015
DED Bike MS: Bike to the Bay 2015,25198,Corporate,KBR,2,115,0,0,0,0,0,0,,0,0,2015
FLC Bike MS 2015,24778,Corporate,BioPlus Specialty Pharmacy,1,0,0,0,0,0,500,0,,0,0,2015
FLC Bike MS 2015,24778,Corporate,PwC,6,0,0,0,0,0,0,0,,0,0,2015
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,,1,20,0,0,0,0,0,0,,0,0,2015
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,Jamaica Bearings Group,1,0,0,0,0,0,2000,0,2014,1750,2,2015
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,,1,0,0,0,0,0,2000,0,,0,0,2015
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,Microsoft Bike Team,14,0,0,0,0,0,0,0,,0,0,2015
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,Stretch Zone,2,0,0,0,0,0,0,0,,0,0,2015
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,Progressive Insurance,1,30,0,0,0,0,0,0,,0,0,2015
GAA Bike MS 2015,24767,Corporate,McKesson Atlanta,1,0,0,0,0,0,1000,0,,0,0,2015
ILD 2015 Bike MS: Tour de Farms,25280,Corporate,,2,30,0,0,0,0,0,0,,0,0,2015
KSG 2015 Bike MS: Kansas City Ride,25116,Corporate,,4,100,0,0,0,0,0,0,2014,1000,5,2015
KSG 2015 Bike MS: Kansas City Ride,25116,Corporate,Kansas City Power & Light,1,35,0,0,0,0,10000,0,,0,0,2015
KSG 2015 Bike MS: Kansas City Ride,25116,Corporate,,4,105,0,0,0,0,0,0,,0,0,2015
KSG 2015 Bike MS: Nebraska Ride,25039,Corporate,,8,0,0,0,0,0,0,0,,0,0,2015
KSG 2015 Bike MS: Nebraska Ride,25039,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
KSG 2015 Bike MS: Ozarks Ride,25038,Corporate,TeamKiewitEnergy2015,1,25,0,0,0,0,10000,0,,0,0,2015
MIG 2015 Bike MS: Great Lakes Bavarian Breakaway,24780,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
MIG 2015 Bike MS: Great Lakes Bavarian Breakaway,24780,Corporate,Sam's Club,1,0,0,0,0,0,0,0,,0,0,2015
MIG 2015 Bike MS: Great Lakes Mid Michigan Breakaway,24777,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
MIG 2015 Bike MS: Great Lakes West Michigan Breakaway,24776,Corporate,,3,70,0,0,0,0,0,5062.71,2014,35,1,2015
MNM 2015 Bike MS: Sam's Club Twin Cities Ride,24896,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
MNM 2015 Bike MS: TRAM Ride,25529,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
"Mississippi, Clinton- Bike MS: Bike to the Battlefield 2014",23558,Corporate,HealthSouth,1,0,0,0,0,0,1000,0,2014,0,1,2015
NCT 2014 Bike MS: Breakaway to the Beach,23842,Corporate,,5,0,0,0,0,0,0,0,,0,0,2015
NCT 2015 Bike MS: Historic New Bern Ride,25674,Corporate,Bayer,4,0,0,0,0,0,0,0,,0,0,2015
NCT 2015 Bike MS: Historic New Bern Ride,25674,Corporate,McGladrey LLP,7,0,0,0,0,0,0,0,2014,530,19,2015
NCT 2015 Bike MS: Tour to Tanglewood,25838,Corporate,Woodforest National Bank,1,55,0,0,0,0,2000,0,2014,1662,6,2015
NJM Bike 2015: Barrels and Brews,25877,Corporate,ANADIGICS,2,60,0,0,0,0,500,0,,0,0,2015
"NJM New Jersey, Oakhurst - Bike MS: Coast the Coast 2015",25596,Corporate,,1,0,0,0,0,0,0,0,,0,0,2015
NYN 2014 Bike MS New York City,23928,Corporate,Leebro POS,1,0,0,0,0,0,1000,0,2014,0,3,2015
OHA 2015 Bike MS: Buckeye Breakaway,25890,Corporate,ST&P,1,15,0,0,0,0,600,0,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,Delaware Investments,1,20,0,0,0,0,1000,0,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,,3,195,0,0,0,0,0,0,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,,3,60,0,0,0,0,0,0,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,Mackin Medical,0,0,0,0,0,0,0,0,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,,1,20,0,0,0,0,0,0,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,Ransome CAT,2,150,0,0,0,0,0,600,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,SchellingPoint,2,100,0,0,0,0,1000,0,,0,0,2015
"PAX 2015 Bike MS: Escape to Lake presented by FedEx Ground, 30th Anniversary Ride",25779,Corporate,PIRTEK,1,35,0,0,0,0,500,0,,0,0,2015
PAX 2015 Bike MS: Keystone Country Ride,25906,Corporate,McLanahan Corporation,1,25,0,0,0,0,1000,0,,0,0,2015
TNS 2015 Bike MS: Rock-N-Roll,25500,Corporate,,2,30,0,0,0,0,0,0,,0,0,2015
TNS 2015 Bike MS: Rock-N-Roll,25500,Corporate,,1,15,0,0,0,0,0,0,,0,0,2015
"TXH Arkansas, Little Rock - Bike MS 2015",25926,Corporate,,4,0,0,0,0,0,0,0,,0,0,2015
"TXH Texas, Dallas - Bike MS 2015",24768,Corporate,Fossil Group,1,0,0,0,0,0,5000,815,2014,3360,4,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,PepsiCo,1,100,0,0,0,0,10000,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,GOMX,1,130,0,0,0,0,2000,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,,1,100,0,0,0,0,400,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,MAK,2,200,0,0,0,0,400,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Magnolia REG,1,100,0,0,0,0,1000,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Morson International,1,100,0,0,0,0,4000,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Oasis Petroleum,1,0,0,0,0,0,0,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,"Peak Advisors Texas, LLC",1,100,0,0,0,0,1000,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Register Tapes Unlimited,1,0,0,0,0,0,10000,9936.75,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Salesforce Bike MS,3,230,0,0,0,0,5000,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Slough New Orleans,1,130,0,0,0,0,800,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Sogeti USA,1,0,0,0,0,0,0,0,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Royal Purple LLC,1,100,0,0,0,0,30000,0,,0,0,2015
"TXH Texas, San Antonio - Bike MS 2014",22999,Corporate,Hydrolagen Nutrition,1,0,0,0,0,0,0,0,,0,0,2015
"TXH Texas, San Antonio - Bike MS 2014",22999,Corporate,,2,50,0,0,0,0,1000,0,,0,0,2015
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,,1,45,0,0,0,0,0,0,,0,0,2015
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,,7,195,0,0,0,0,0,0,,0,0,2015
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,Fusion-io a Division of SanDisk,1,20,0,0,0,0,2500,0,,0,0,2015
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,Paragon Medical,4,0,0,0,0,0,1250,0,,0,0,2015
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,,2,65,0,0,0,0,250,0,,0,0,2015
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,,1,45,0,0,0,0,2500,0,,0,0,2015
WAS 2015 Bike MS: Cycle the Silver Valley,25439,Corporate,F5 Networks Inc,1,0,0,0,0,0,10000,0,,0,0,2015
WAS 2015 Bike MS: Deception Pass Classic,25436,Corporate,MultiCare Health Sysytems,3,90,0,0,0,0,3500,1425,,0,0,2015
WAS 2015 Bike MS: Deception Pass Classic,25436,Corporate,Acorda,1,0,0,0,0,0,5000,0,,0,0,2015
CAL 2015 Bike MS Coastal Challenge: Santa Monica to Santa Barbara,25958,Corporate,Connor Consulting,1,0,0,0,0,0,0,0,,0,0,2016
CAL 2015 Bike MS Coastal Challenge: Santa Monica to Santa Barbara,25958,Corporate,,17,0,0,0,0,0,0,0,,0,0,2016
CAL 2015 Bike MS Coastal Challenge: Santa Monica to Santa Barbara,25958,Corporate,Santa Monica Spoke,1,0,0,0,0,0,3000,0,,0,0,2016
CAL 2015 Bike MS Coastal Challenge: Santa Monica to Santa Barbara,25958,Corporate,Capital Group,1,0,0,0,0,0,5000,0,,0,0,2016
CAL 2015 Bike MS Coastal Challenge: Santa Monica to Santa Barbara,25958,Corporate,,3,0,0,0,0,0,0,0,,0,0,2016
CAN 2016 Bike MS: Waves to Wine Ride,27080,Corporate,Air Products,1,20.16,0,0,0,0,10000,10771.7,2015,9390.7,5,2016
CAN 2016 Bike MS: Waves to Wine Ride,27080,Corporate,LeadGenius,1,36,0,0,0,0,5000,0,,0,0,2016
CAN 2016 Bike MS: Waves to Wine Ride,27080,Corporate,MUFG Union Bank,1,0,0,0,0,0,0,10493,2015,9188,9,2016
CAN 2016 Bike MS: Waves to Wine Ride,27080,Corporate,Thompson Builders Corp.,1,20.16,0,0,0,0,0,0,2015,0,1,2016
CAS Bike MS 2015,26037,Corporate,American Flyer Bicycles,1,0,0,0,0,0,5000,0,,0,0,2016
CAS Bike MS 2015,26037,Corporate,Performance Bicycle,1,0,0,0,0,0,2000,0,,0,0,2016
CAS Bike MS 2015,26037,Corporate,,4,40,0,0,0,0,10000,6731,,0,0,2016
CAS Bike MS 2015,26037,Corporate,,2,0,0,0,0,0,1600,0,,0,0,2016
CAS Bike MS 2015,26037,Corporate,Barney & Barney,2,0,0,0,0,0,10000,0,,0,0,2016
CAS Bike MS 2015,26037,Corporate,"ViaSat, Inc.",1,0,0,0,0,0,0,0,,0,0,2016
CAS Bike MS 2015,26037,Corporate,,2,0,0,0,0,0,10000,0,,0,0,2016
CAS Bike MS 2015,26037,Corporate,Verizon Wireless,1,0,0,0,0,0,5000,0,,0,0,2016
COC 2016 Bike MS: Colorado,27037,Corporate,Christian Living Communities,1,69,0,0,0,0,0,9422,2015,9422,14,2016
COC 2016 Bike MS: Colorado,27037,Corporate,Cloud Elements,1,79,0,0,0,0,5000,0,,0,0,2016
COC 2016 Bike MS: Wyoming,27756,Corporate,Sheridan Bicycle Co.,1,0,0,0,0,0,0,0,,0,0,2016
FLC 2016 Bike MS: The Citrus Tour,27190,Corporate,Northrop Grumman,2,80,0,0,0,0,1000,0,,0,0,2016
FLC 2016 Bike MS: The Citrus Tour,27190,Corporate,PricewaterhouseCoopers,4,0,0,0,0,0,0,0,,0,0,2016
FLN 2015 Bike MS: PGA TOUR Cycle to the Shore,25681,Corporate,Nemours,3,105,0,0,0,0,1000,0,,0,0,2016
FLN 2015 Bike MS: PGA TOUR Cycle to the Shore,25681,Corporate,Florida Blue,1,0,0,0,0,0,0,0,,0,0,2016
FLS 2016 Bike MS: Breakaway to Key Largo,26536,Corporate,Citimed,3,70,0,0,0,0,5000,0,,0,0,2016
FLS 2016 Bike MS: Breakaway to Key Largo,26536,Corporate,Health Rehab,1,0,0,0,0,0,5000,0,,0,0,2016
FLS 2016 Bike MS: Breakaway to Key Largo,26536,Corporate,Cardinal Health,1,20,0,0,0,0,5000,4425,,0,0,2016
FLS 2016 Bike MS: Breakaway to Key Largo,26536,Corporate,Tradestation Technologies Inc.,1,20,0,0,0,0,3000,0,2015,3000,9,2016
ILD 2016 Bike MS: Tour de Farms,27043,Corporate,Clif Bar & Company,7,0,0,0,0,0,0,0,,0,0,2016
ILD 2016 Bike MS: Tour de Farms,27043,Corporate,Robert Half International,1,25,0,0,0,0,1500,0,,0,0,2016
INI 2016 Bike MS: Cruisin' the Crossroads,27716,Corporate,Eddie Bauer Bike Team,1,10,0,0,0,0,0,1140,2015,1140,10,2016
MAM 2016 Bike MS: Cape Cod Getaway,27048,Corporate,,5,0,0,0,0,0,0,500,2015,500,2,2016
MAM 2016 Bike MS: Minuteman Ride,27689,Corporate,AssistRx,1,35,0,0,0,0,0,0,,0,0,2016
MAM 2016 Bike MS: Ride the Rhode,27041,Corporate,,1,70,0,0,0,0,500,0,,0,0,2016
MDM 2016 Bike MS: Chesapeake Challenge,27042,Corporate,,1,10,0,0,0,0,4500,0,,0,0,2016
MIG 2016 Bike MS: Great Lakes Bavarian Breakaway,27703,Corporate,Keller Williams Royal Oak & Birmingham,1,10,0,0,0,0,8370,0,,0,0,2016
MIG 2016 Bike MS: Great Lakes Fall Breakaway,27705,Corporate,,1,0,0,0,0,0,0,0,,0,0,2016
MIG 2016 Bike MS: Great Lakes Mid Michigan Breakaway,27704,Corporate,,1,0,0,0,0,0,0,0,2015,0,1,2016
MNM 2016 Bike MS: MS 150 Ride,27006,Corporate,,1,0,0,0,0,0,0,0,,0,0,2016
MNM 2016 Bike MS: MS 150 Ride,27006,Corporate,"Horwitz, Inc.",1,20,0,0,0,0,0,0,,0,0,2016
MNM 2016 Bike MS: MS 150 Ride,27006,Corporate,,1,0,0,0,0,0,0,0,,0,0,2016
MNM 2016 Bike MS: Sioux Falls Ride,27539,Corporate,,1,0,0,0,0,0,0,0,,0,0,2016
MNM 2016 Bike MS: Twin Cities Ride,27044,Corporate,,1,0,0,0,0,0,0,0,,0,0,2016
MNM 2016 Bike MS: Twin Cities Ride,27044,Corporate,,1,0,0,0,0,0,0,0,2015,470,6,2016
NCT 2016 Bike MS: Breakaway to the Beach,27693,Corporate,Constellation,3,110,0,0,0,0,0,0,,0,0,2017
NCT 2016 Bike MS: Breakaway to the Beach,27693,Corporate,National Multiple Sclerosis Society,3,0,0,0,0,0,10000,0,,0,0,2017
NCT 2016 Bike MS: Historic New Bern Ride,27695,Corporate,National Multiple Sclerosis Society,5,0,0,0,0,0,10000,0,,0,0,2016
NCT 2016 Bike MS: Tour to Tanglewood,27694,Corporate,National Multiple Sclerosis Society,2,0,0,0,0,0,10000,0,,0,0,2016
NCT 2016 Bike MS: Tour to Tanglewood,27694,Corporate,PPG Industries,2,110,0,0,0,0,1000,0,,0,0,2016
NYH 2016 Bike MS: Traffic Free Ride,27062,Corporate,Staging Horizons,1,15,0,0,0,0,0,350,2015,350,4,2016
NYN 2015 Bike MS: New York City,26036,Corporate,Amazon,1,0,0,0,0,0,4000,716,2015,960,2,2016
NYN 2015 Bike MS: New York City,26036,Corporate,Kahn Architecture,1,75,0,0,0,0,500,0,,0,0,2016
NYN 2015 Bike MS: New York City,26036,Corporate,Red Payments,5,210,0,0,0,0,2000,0,,0,0,2016
NYN 2015 Bike MS: New York City,26036,Corporate,Rocket Fuel,1,0,0,0,0,0,10000,0,,0,0,2016
NYN 2015 Bike MS: New York City,26036,Corporate,,4,75,0,0,0,0,2000,530,,0,0,2016
NYR 2016 Bike MS: Hudson River Ramble,27719,Corporate,DWM Facilities Maintenance,1,0,0,0,0,0,2000,0,,0,0,2016
NYR 2016 Bike MS: ROC the Ride,27717,Corporate,,2,0,0,0,0,0,0,0,,0,0,2016
OHA 2016 Bike MS: Bike to the Bay,27188,Corporate,AAA Club Alliance Inc,2,70,0,0,0,0,2000,0,,0,0,2016
OHA 2016 Bike MS: Buckeye Breakaway,27178,Corporate,Wraptite,1,30,0,0,0,0,2000,0,,0,0,2016
OHG 2016 Bike MS: Oxford,27092,Corporate,Natural Perfection Landscaping,2,40.32,0,0,0,0,2500,0,,0,0,2016
OHG 2016 Bike MS: Oxford,27092,Corporate,Lebanon CDJ,1,0,0,0,0,0,0,42,2015,42,1,2016
OHG 2016 Bike MS: Oxford,27092,Corporate,Mayerson JCC,1,0,0,0,0,0,0,0,,0,0,2016
PAE0EMS120160924CTS - PAE 2016 Bike MS: City to Shore Ride,27061,Corporate,,10,0,0,0,0,0,0,0,,0,0,2016
PAE0EMS120160924CTS - PAE 2016 Bike MS: City to Shore Ride,27061,Corporate,PeopleMetrics,1,65,0,0,0,0,20000,2600,,0,0,2016
PAE0EMS120160924CTS - PAE 2016 Bike MS: City to Shore Ride,27061,Corporate,UBS,1,50,0,0,0,0,0,2095,2015,2095,5,2016
PAE0EMS120161008BTB - PAE 2016 Bike MS: Bike to the Bay,27060,Corporate,,20,0,0,0,0,0,0,0,,0,0,2016
PAE0EMS120161008BTB - PAE 2016 Bike MS: Bike to the Bay,27060,Corporate,,2,0,0,0,0,0,0,0,,0,0,2016
PAX 2016 Bike MS: Cook Forest River Ride,27739,Corporate,,1,15,0,0,0,0,0,1655,2015,1655,6,2016
PAX 2016 Bike MS: Keystone Country Ride,27770,Corporate,Mile Level Physical Therapy,1,15,0,0,0,0,0,2753,2015,2753,9,2016
TXH 2016 Bike MS: BP MS 150,27003,Corporate,Kasasa,1,100,0,0,0,0,4000,0,,0,0,2016
TXH 2016 Bike MS: BP MS 150,27003,Corporate,"PROS Holdings, Inc.",1,100,0,0,0,0,0,1950,2015,1950,5,2016
TXH 2016 Bike MS: BP MS 150,27003,Corporate,Potts Law Firm,3,300,0,0,0,0,5000,0,,0,0,2016
TXH 2016 Bike MS: BP MS 150,27003,Corporate,MainStreet America,1,100,0,0,0,0,0,6280,2015,6280,14,2016
TXH 2016 Bike MS: BP MS 150,27003,Corporate,ShawCor,2,100,0,0,0,0,0,16770,2015,16770,20,2016
TXH 2016 Bike MS: BP MS 150,27003,Corporate,,2,200,0,0,0,0,0,0,,0,0,2016
TXH 2016 Bike MS: Dallas,27149,Corporate,Spok,1,16,0,0,0,0,0,24123,2015,24123,14,2016
TXH 2016 Bike MS: Little Rock,27919,Corporate,RE/MAX of Hot Springs Village,1,35,0,0,0,0,0,250,2015,250,2,2016
TXH 2016 Bike MS: Little Rock,27919,Corporate,,1,0,0,0,0,0,0,0,,0,0,2016
TXH 2016 Bike MS: Little Rock,27919,Corporate,,4,0,0,0,0,0,0,0,2015,0,4,2016
TXH 2016 Bike MS: Midland,27868,Corporate,HEB,4,95,0,0,0,0,1000,1590,,0,0,2016
TXH 2016 Bike MS: Norman,27871,Corporate,Red River Roofing,1,25,0,0,0,0,0,1315.05,2015,1315.05,4,2016
TXH 2016 Bike MS: Norman,27871,Corporate,STAPLEGUN,2,50,0,0,0,0,1200,0,,0,0,2016
TXH 2016 Bike MS: Norman,27871,Corporate,SemGroup Corporation,1,0,0,0,0,0,1200,0,,0,0,2016
"TXH Texas, San Antonio - Bike MS 2015",26136,Corporate,Marathon Oil,1,0,0,0,0,0,15000,0,2015,7525,14,2016
UTU 2016 Bike MS: Logan,27426,Corporate,Lundberg & Associates,1,0,0,0,0,0,0,711.17,2015,711.17,4,2016
UTU 2016 Bike MS: Logan,27426,Corporate,Overstock.com,2,35,0,0,0,0,0,17480,2015,17480,43,2016
UTU 2016 Bike MS: Logan,27426,Corporate,Cisco,1,50,0,0,0,0,0,1765,2015,1765,9,2016
UTU 2016 Bike MS: Logan,27426,Corporate,Edwards Lifesciences,1,50,0,0,0,0,0,4163.75,2015,4163.75,18,2016
VAR 2016 Bike MS: Colonial Crossroads,27059,Corporate,Coldwell Banker Traditions,1,0,0,0,0,0,0,0,,0,0,2016
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,Audi Seattle/University VW,1,0,0,0,0,0,2000,0,,0,0,2016
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,DNA TEST,1,0,0,0,0,0,5000,0,,0,0,2016
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,Colliers International,1,75,0,0,0,0,0,3335,2015,3335,9,2016
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,,2,0,0,0,0,0,0,0,,0,0,2016
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,,2,0,0,0,0,0,0,0,,0,0,2016
WAS 2016 Bike MS: Hope to a Cure,27173,Corporate,BP,2,0,0,0,0,0,0,0,,0,0,2016
CAL 2017 Bike MS: Pasadena,28217,Corporate,,1,0,0,0,0,0,5000,1813,2016,1813,1,2017
CAN 2017 Bike MS: Waves to Wine Ride,28894,Corporate,Adobe,1,35,0,0,0,0,15000,11481,2016,4006,9,2017
CAN 2017 Bike MS: Waves to Wine Ride,28894,Corporate,Highland Hospital - Alameda Health System,2,100,0,0,0,0,0,13669.98,2016,9714.98,9,2017
CAN 2017 Bike MS: Waves to Wine Ride,28894,Corporate,United Airlines,1,20,0,0,0,0,0,5621,2016,830,5,2017
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,Fish & Tsang,1,0,0,0,0,0,0,4620,2016,4620,11,2017
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,,22,0,0,0,0,0,0,0,,0,0,2017
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,,2,0,0,0,0,0,0,0,2016,0,1,2017
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,7 Seas Beard Oil,3,0,0,0,0,0,0,0,,0,0,2017
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,Torrey Pines Bank,2,40,0,0,0,0,0,3015.13,2016,3015.13,7,2017
COC 2017 Bike MS Colorado,28914,Corporate,Dish Network,1,0,0,0,0,0,4300,0,,0,0,2017
COC 2017 Bike MS Colorado,28914,Corporate,PortalsXpress,2,103,0,0,0,0,0,1250,2016,1250,3,2017
COC 2017 Bike MS Colorado,28914,Corporate,PromonTech,1,85,0,0,0,0,2000,0,,0,0,2017
CTN 2017 Bike MS: Windsor,28918,Corporate,Chubb,1,15,0,0,0,0,500,0,,0,0,2017
CTN 2017 Bike MS: Windsor,28918,Corporate,Hartford Steam Boiler,1,0,0,0,0,0,500,0,,0,0,2017
FLC 2017 Bike MS: Mid Florida,28207,Corporate,Park Square Homes,1,40,0,0,0,0,1095,0,,0,0,2017
FLC 2017 Bike MS: Mid Florida,28207,Corporate,C H Robinson,1,40,0,0,0,0,5000,0,,0,0,2017
FLN 2016 Bike MS: PGA TOUR Cycle to the Shore,27711,Corporate,YMCA ,1,39,0,0,0,0,1000,0,,0,0,2017
FLN 2016 Bike MS: PGA TOUR Cycle to the Shore,27711,Corporate,Folkfood,2,90,0,0,0,0,5000,0,,0,0,2017
GAA Bike MS 2016,27759,Corporate,PricewaterhouseCoopers,1,0,0,0,0,0,0,2425,2015,2425,4,2017
ILD 2017 Bike MS: Tour de Farms,28197,Corporate,pwc,1,0,0,0,0,0,1000,0,,0,0,2017
INI 2017 Bike MS: Cruisin' the Crossroads,28267,Corporate,Fidelity Investments,1,20,0,0,0,0,2000,1150,2016,855,3,2017
KSG 2017 Bike MS: Kansas City,28811,Corporate,LifeTime Fitness,1,45,0,0,0,0,0,0,,0,0,2017
KSG 2017 Bike MS: Nebraska,28812,Corporate,Goracke & Associates/Verdant,6,315,0,0,0,0,10000,0,,0,0,2017
KSG 2017 Bike MS: Ozarks,28280,Corporate,"GreatWay Services, LLC",1,0,0,0,0,0,0,0,,0,0,2017
MAM 2017 Bike MS: Cape Cod Getaway,28124,Corporate,,5,0,0,0,0,0,0,500,2016,0,5,2017
MAM 2017 Bike MS: Cape Cod Getaway,28124,Corporate,Comcast,1,0,0,0,0,0,2000,1290,2014,1290,3,2017
